Ensemblgeneid,Genename,UniProt,annotcategory
ENSG00000167941,SOST,Q9BQB4,Locally secreted to extracellular matrix
ENSG00000167964,RAB26,Q9ULW5,Intracellular or membrane-bound
ENSG00000167968,DNASE1L2,Q92874,Locally secreted
ENSG00000167992,VWCE,Q96DN2,Secreted - unknown location
ENSG00000168056,LTBP3,Q9NS15,Secreted to blood
ENSG00000168071,CCDC88B,A6NC98,Intracellular or membrane-bound
ENSG00000168081,PNOC,Q13519,Secreted to blood
ENSG00000168090,COPS6,Q7L5N1,Intracellular or membrane-bound
ENSG00000168140,VASN,Q6EMK4,Secreted - unknown location
ENSG00000168438,CDC40,O60508,Intracellular or membrane-bound
ENSG00000168477,TNXB,P22105,Locally secreted to extracellular matrix
ENSG00000168481,LGI3,Q8N145,Locally secreted in brain
ENSG00000168484,SFTPC,P11686,Locally secreted
ENSG00000168487,BMP1,P13497,Locally secreted to extracellular matrix
ENSG00000168515,SCGB1D1,O95968,Locally secreted
ENSG00000168530,MYL1,P05976,Intracellular or membrane-bound
ENSG00000168542,COL3A1,P02461,Locally secreted to extracellular matrix
ENSG00000168546,GFRA2,O00451,Intracellular or membrane-bound
ENSG00000168615,ADAM9,Q13443,Secreted - unknown location
ENSG00000168619,ADAM18,Q9Y3Q7,Intracellular or membrane-bound
ENSG00000168621,GDNF,P39905,Locally secreted
ENSG00000168634,WFDC13,Q8IUB5,Locally secreted in male tissues
ENSG00000168685,IL7R,P16871,Intracellular or membrane-bound
ENSG00000168703,WFDC12,Q8WWY7,Secreted - unknown location
ENSG00000168743,NPNT,Q6UXI9,Locally secreted to extracellular matrix
ENSG00000168792,ABHD15,Q6UXT9,Locally secreted
ENSG00000168807,SNTB2,Q13425,Intracellular or membrane-bound
ENSG00000168811,IL12A,P29459,Secreted to blood
ENSG00000168843,FSTL5,Q8N475,Locally secreted in brain
ENSG00000168878,SFTPB,P07988,Locally secreted
ENSG00000168913,ENHO,Q6UWT2,Secreted to blood
ENSG00000168925,CTRB1,P17538,Locally secreted to GI-tract
ENSG00000168928,CTRB2,Q6GPI1,Locally secreted to GI-tract
ENSG00000168938,PPIC,P45877,Intracellular or membrane-bound
ENSG00000168961,LGALS9,O00182,Secreted to blood
ENSG00000168995,SIGLEC7,Q9Y286,Intracellular or membrane-bound
ENSG00000169031,COL4A3,Q01955,Locally secreted to extracellular matrix
ENSG00000169035,KLK7,P49862,Locally secreted
ENSG00000169084,DHRSX,Q8N5I4,Secreted to blood
ENSG00000169193,CCDC126,Q96EE4,Secreted to blood
ENSG00000169194,IL13,P35225,Secreted to blood
ENSG00000169218,RSPO1,Q2MKA7,Locally secreted in female tissues
ENSG00000169231,THBS3,P49746,Locally secreted to extracellular matrix
ENSG00000169242,EFNA1,P20827,Secreted to blood
ENSG00000169245,CXCL10,P02778,Secreted to blood
ENSG00000169248,CXCL11,O14625,Secreted to blood
ENSG00000169291,SHE,Q5VZ18,Secreted - unknown location
ENSG00000169314,C22orf15,Q8WYQ4,Locally secreted in female tissues
ENSG00000169340,PDILT,Q8N807,Intracellular or membrane-bound
ENSG00000169344,UMOD,P07911,Locally secreted
ENSG00000169347,GP2,P55259,Intracellular or membrane-bound
ENSG00000169385,RNASE2,P10153,Secreted to blood
ENSG00000169393,ELSPBP1,Q96BH3,Locally secreted in male tissues
ENSG00000169397,RNASE3,P12724,Secreted to blood
ENSG00000169413,RNASE6,Q93091,Secreted to blood
ENSG00000169429,CXCL8,P10145,Secreted to blood
ENSG00000169436,COL22A1,Q8NFW1,Locally secreted to extracellular matrix
ENSG00000169495,HTRA4,P83105,Locally secreted in female tissues
ENSG00000169550,MUC15,Q8N387,Intracellular or membrane-bound
ENSG00000169551,CT55,Q8WUE5,Secreted to blood
ENSG00000169575,VPREB1,P12018,Intracellular or membrane-bound
ENSG00000169604,ANTXR1,Q9H6X2,Intracellular or membrane-bound
ENSG00000169605,GKN1,Q9NS71,Locally secreted to GI-tract
ENSG00000169752,NRG4,Q8WWG1,Locally secreted to GI-tract
ENSG00000169814,BTD,P43251,Secreted to blood
ENSG00000169876,MUC17,Q685J3,Intracellular or membrane-bound
ENSG00000169884,WNT10B,O00744,Locally secreted to extracellular matrix
ENSG00000169891,REPS2,Q8NFH8,Intracellular or membrane-bound
ENSG00000169894,MUC3A,Q02505,Intracellular or membrane-bound
ENSG00000169895,SYAP1,Q96A49,Intracellular or membrane-bound
ENSG00000169902,TPST1,O60507,Intracellular or membrane-bound
ENSG00000169919,GUSB,P08236,Intracellular or membrane-bound
ENSG00000170017,ALCAM,Q13740,Intracellular or membrane-bound
ENSG00000170044,ZPLD1,Q8TCW7,Intracellular or membrane-bound
ENSG00000170054,SERPINA9,Q86WD7,Secreted to blood
ENSG00000170099,SERPINA6,P08185,Secreted to blood
ENSG00000170153,RNF150,Q9ULK6,Intracellular or membrane-bound
ENSG00000170231,FABP6,P51161,Intracellular or membrane-bound
ENSG00000170248,PDCD6IP,Q8WUM4,Intracellular or membrane-bound
ENSG00000170266,GLB1,P16278,Intracellular or membrane-bound
ENSG00000170275,CRTAP,O75718,Secreted to blood
ENSG00000170367,CST5,P28325,Locally secreted to GI-tract
ENSG00000170369,CST2,P09228,Locally secreted to GI-tract
ENSG00000170373,CST1,P01037,Locally secreted to GI-tract
ENSG00000170381,SEMA3E,O15041,Locally secreted
ENSG00000170419,VSTM2A,Q8TAG5,Locally secreted
ENSG00000170458,CD14,P08571,Secreted to blood
ENSG00000170476,MZB1,Q8WU39,Secreted to blood
ENSG00000170498,KISS1,Q15726,Locally secreted in female tissues
ENSG00000170502,NUDT9,Q9BW91,Intracellular or membrane-bound
ENSG00000170509,HSD17B13,Q7Z5P4,Intracellular or membrane-bound
ENSG00000170634,ACYP2,P14621,Intracellular or membrane-bound
ENSG00000170801,HTRA3,P83110,Locally secreted in female tissues
ENSG00000170835,CEL,NA,Locally secreted to GI-tract
ENSG00000170848,PSG6,Q00889,Locally secreted in female tissues
ENSG00000170891,CYTL1,Q9NRR1,Locally secreted
ENSG00000170893,TRH,P20396,Locally secreted
ENSG00000170909,OSCAR,Q8IYS5,Intracellular or membrane-bound
ENSG00000170962,PDGFD,Q9GZP0,Secreted to blood
ENSG00000170965,PLAC1,Q9HBJ0,Locally secreted in female tissues
ENSG00000171053,PATE1,Q8WXA2,Locally secreted in male tissues
ENSG00000171102,OBP2B,Q9NPH6,Locally secreted
ENSG00000171119,NRTN,Q99748,Secreted to blood
ENSG00000171136,RLN3,Q8WXF3,Secreted to blood
ENSG00000171195,MUC7,Q8TAX7,Locally secreted to GI-tract
ENSG00000171199,OPRPN,Q99935,Locally secreted
ENSG00000171201,SMR3B,P02814,Locally secreted to GI-tract
ENSG00000171209,CSN3,P07498,Locally secreted in female tissues
ENSG00000171236,LRG1,P02750,Secreted to blood
ENSG00000171243,SOSTDC1,Q6X4U4,Locally secreted to extracellular matrix
ENSG00000171246,NPTX1,Q15818,Locally secreted in brain
ENSG00000171310,CHST11,Q9NPF2,Intracellular or membrane-bound
ENSG00000171388,APLN,Q9ULZ1,Locally secreted
ENSG00000171478,SPACA5B,Q96QH8,Locally secreted in male tissues
ENSG00000171487,NLRP5,P59047,Intracellular or membrane-bound
ENSG00000171489,SPACA5,Q96QH8,Locally secreted in male tissues
ENSG00000171502,COL24A1,Q17RW2,Locally secreted to extracellular matrix
ENSG00000171557,FGG,P02679,Secreted to blood
ENSG00000171587,DSCAM,O60469,Intracellular or membrane-bound
ENSG00000171711,DEFB4A,O15263,Locally secreted
ENSG00000171798,KNDC1,Q76NI1,Intracellular or membrane-bound
ENSG00000171812,COL8A2,P25067,Locally secreted to extracellular matrix
ENSG00000171819,ANGPTL7,O43827,Locally secreted
ENSG00000171827,ZNF570,Q96NI8,Intracellular or membrane-bound
ENSG00000171855,IFNB1,P01574,Secreted to blood
ENSG00000171862,PTEN,P60484,Secreted - unknown location
ENSG00000171865,RNASEH1,O60930,Intracellular or membrane-bound
ENSG00000171867,PRNP,P04156,Intracellular or membrane-bound
ENSG00000171903,CYP4F11,Q9HBI6,Intracellular or membrane-bound
ENSG00000171951,SCG2,P13521,Secreted to blood
ENSG00000172016,REG3A,Q06141,Locally secreted to GI-tract
ENSG00000172023,REG1B,P48304,Locally secreted to GI-tract
ENSG00000172037,LAMB2,P55268,Locally secreted to extracellular matrix
ENSG00000172116,CD8B,P10966,Intracellular or membrane-bound
ENSG00000172156,CCL11,P51671,Secreted to blood
ENSG00000172164,SNTB1,Q13884,Intracellular or membrane-bound
ENSG00000172179,PRL,P01236,Secreted to blood
ENSG00000172232,AZU1,P20160,Secreted to blood
ENSG00000172236,TPSAB1,Q15661,Secreted to blood
ENSG00000172247,C1QTNF4,Q9BXJ3,Locally secreted in brain
ENSG00000172349,IL16,Q14005,Secreted to blood
ENSG00000172382,PRSS27,Q9BQR3,Locally secreted to GI-tract
ENSG00000172410,INSL5,Q9Y5Q6,Secreted to blood
ENSG00000172458,IL17D,Q8TAD2,Secreted to blood
ENSG00000172508,CARNS1,A5YM72,Intracellular or membrane-bound
ENSG00000172543,CTSW,P56202,Secreted to blood
ENSG00000172551,MUCL1,Q96DR8,Locally secreted
ENSG00000172594,SMPDL3A,Q92484,Secreted to blood
ENSG00000172638,EFEMP2,O95967,Locally secreted to extracellular matrix
ENSG00000172724,CCL19,Q99731,Secreted to blood
ENSG00000172728,FUT10,Q6P4F1,Intracellular or membrane-bound
ENSG00000172752,COL6A5,NA,Locally secreted
ENSG00000172824,CES4A,Q5XG92,Secreted - unknown location
ENSG00000172828,CES3,Q6UWW8,Intracellular or membrane-bound
ENSG00000172889,EGFL7,Q9UHF1,Locally secreted to extracellular matrix
ENSG00000172901,LVRN,Q6Q4G3,Intracellular or membrane-bound
ENSG00000172987,HPSE2,Q8WWQ2,Locally secreted to extracellular matrix
ENSG00000173083,HPSE,Q9Y251,Locally secreted to extracellular matrix
ENSG00000173157,ADAMTS20,P59510,Locally secreted to extracellular matrix
ENSG00000173200,PARP15,Q460N3,Intracellular or membrane-bound
ENSG00000173239,LIPM,Q5VYY2,Locally secreted
ENSG00000173269,MMRN2,Q9H8L6,Locally secreted to extracellular matrix
ENSG00000173275,ZNF449,Q6P9G9,Intracellular or membrane-bound
ENSG00000173335,CST9,Q5W186,Secreted - unknown location
ENSG00000173369,C1QB,P02746,Secreted to blood
ENSG00000173372,C1QA,P02745,Secreted to blood
ENSG00000173376,NDNF,Q8TB73,Locally secreted
ENSG00000173391,OLR1,P78380,Intracellular or membrane-bound
ENSG00000173401,GLIPR1L1,Q6UWM5,Locally secreted in male tissues
ENSG00000173402,DAG1,Q14118,Intracellular or membrane-bound
ENSG00000173431,RNASE8,Q8TDE3,Locally secreted to GI-tract
ENSG00000173432,SAA1,P0DJI8,Secreted to blood
ENSG00000173452,TMEM196,Q5HYL7,Intracellular or membrane-bound
ENSG00000173464,RNASE11,Q8TAA1,Locally secreted in male tissues
ENSG00000173467,AGR3,Q8TD06,Intracellular or membrane-bound
ENSG00000173486,FKBP2,P26885,Intracellular or membrane-bound
ENSG00000173531,MST1,NA,Secreted to blood
ENSG00000173702,MUC13,Q9H3R2,Locally secreted to GI-tract
ENSG00000173706,HEG1,Q9ULI3,Intracellular or membrane-bound
ENSG00000173714,WFIKKN2,Q8TEU8,Locally secreted
ENSG00000173918,C1QTNF1,Q9BXJ1,Secreted to blood
ENSG00000173928,SWSAP1,Q6NVH7,Intracellular or membrane-bound
ENSG00000174080,CTSF,Q9UBX1,Intracellular or membrane-bound
ENSG00000174099,MSRB3,Q8IXL7,Intracellular or membrane-bound
ENSG00000174197,MGA,Q8IWI9,Intracellular or membrane-bound
ENSG00000174348,PODN,Q7Z5L7,Locally secreted to extracellular matrix
ENSG00000174370,C11orf45,Q8TAV5,Secreted - unknown location
ENSG00000174453,VWC2L,B2RUY7,Secreted - unknown location
ENSG00000174473,GALNTL6,Q49A17,Intracellular or membrane-bound
ENSG00000174521,TTC9B,Q8N6N2,Locally secreted in brain
ENSG00000174562,KLK15,Q9H2R5,Secreted to blood
ENSG00000174684,B4GAT1,O43505,Intracellular or membrane-bound
ENSG00000174697,LEP,P41159,Secreted to blood
ENSG00000174721,FGFBP3,Q8TAT2,Locally secreted in brain
ENSG00000174792,ODAPH,Q17RF5,Locally secreted
ENSG00000174808,BTC,P35070,Secreted to blood
ENSG00000174876,AMY1B,P04745,Locally secreted to GI-tract
ENSG00000174917,C19orf70,Q5XKP0,Intracellular or membrane-bound
ENSG00000174928,C3orf33,Q6P1S2,Secreted - unknown location
ENSG00000174992,ZG16,O60844,Locally secreted to GI-tract
ENSG00000175110,MRPS22,P82650,Intracellular or membrane-bound
ENSG00000175121,WFDC5,Q8TCV5,Locally secreted
ENSG00000175164,ABO,NA,Secreted to blood
ENSG00000175182,FAM131A,Q6UXB0,Secreted - unknown location
ENSG00000175189,INHBC,P55103,Secreted to blood
ENSG00000175206,NPPA,P01160,Secreted to blood
ENSG00000175229,GAL3ST3,Q96A11,Intracellular or membrane-bound
ENSG00000175264,CHST1,O43916,Intracellular or membrane-bound
ENSG00000175267,VWA3A,A6NCI4,Secreted - unknown location
ENSG00000175315,CST6,Q15828,Locally secreted
ENSG00000175336,APOF,Q13790,Secreted to blood
ENSG00000175356,SCUBE2,Q9NQ36,Secreted to blood
ENSG00000175426,PCSK1,P29120,Locally secreted
ENSG00000175505,CLCF1,Q9UBD9,Secreted to blood
ENSG00000175764,TTLL11,Q8NHH1,Intracellular or membrane-bound
ENSG00000175793,SFN,P31947,Locally secreted
ENSG00000175806,MSRA,Q9UJ68,Intracellular or membrane-bound
ENSG00000175868,CALCB,P10092,Secreted to blood
ENSG00000175874,CREG2,Q8IUH2,Locally secreted in brain
ENSG00000175894,TSPEAR,Q8WU66,Locally secreted
ENSG00000175899,A2M,P01023,Secreted to blood
ENSG00000176208,ATAD5,Q96QE3,Intracellular or membrane-bound
ENSG00000176358,TAC4,Q86UU9,Secreted to blood
ENSG00000176393,RNPEP,Q9H4A4,Secreted - unknown location
ENSG00000176473,WDR25,Q64LD2,Secreted to blood
ENSG00000176571,CNBD1,Q8NA66,Locally secreted in male tissues
ENSG00000176624,MEX3C,Q5U5Q3,Intracellular or membrane-bound
ENSG00000176697,BDNF,P23560,Secreted to blood
ENSG00000176782,DEFB104A,Q8WTQ1,Locally secreted in male tissues
ENSG00000176797,DEFB103A,P81534,Locally secreted
ENSG00000176845,METRNL,Q641Q3,Secreted to blood
ENSG00000176919,C8G,P07360,Secreted to blood
ENSG00000176945,MUC20,Q8N307,Locally secreted to extracellular matrix
ENSG00000176956,LY6H,O94772,Intracellular or membrane-bound
ENSG00000176971,FIBIN,Q8TAL6,Intracellular or membrane-bound
ENSG00000176978,DPP7,Q9UHL4,Intracellular or membrane-bound
ENSG00000177023,DEFB104B,Q8WTQ1,Locally secreted in male tissues
ENSG00000177030,DEAF1,O75398,Intracellular or membrane-bound
ENSG00000177047,IFNW1,P05000,Secreted to blood
ENSG00000177191,B3GNT8,Q7Z7M8,Intracellular or membrane-bound
ENSG00000177225,GATD1,Q8NB37,Secreted - unknown location
ENSG00000177243,DEFB103B,P81534,Locally secreted
ENSG00000177257,DEFB4B,O15263,Locally secreted
ENSG00000177575,CD163,Q86VB7,Secreted to blood
ENSG00000177600,RPLP2,P05387,Intracellular or membrane-bound
ENSG00000177628,GBA,P04062,Intracellular or membrane-bound
ENSG00000177663,IL17RA,Q96F46,Secreted - unknown location
ENSG00000177675,CD163L1,Q9NR16,Intracellular or membrane-bound
ENSG00000177684,DEFB114,Q30KQ6,Locally secreted in male tissues
ENSG00000177706,FAM20C,Q8IXL6,Locally secreted
ENSG00000177830,CHID1,Q9BWS9,Intracellular or membrane-bound
ENSG00000177868,SVBP,Q8N300,Secreted to blood
ENSG00000177984,LCN15,Q6UWW0,Locally secreted
ENSG00000178031,ADAMTSL1,Q8N6G6,Locally secreted
ENSG00000178055,PRSS42,Q7Z5A4,Secreted - unknown location
ENSG00000178074,C2orf69,Q8N8R5,Secreted - unknown location
ENSG00000178096,BOLA1,Q9Y3E2,Intracellular or membrane-bound
ENSG00000178172,SPINK6,Q6UWN8,Secreted - unknown location
ENSG00000178177,LCORL,Q8N3X6,Intracellular or membrane-bound
ENSG00000178202,KDELC2,Q7Z4H8,Intracellular or membrane-bound
ENSG00000178226,PRSS36,Q5K4E3,Secreted - unknown location
ENSG00000178235,SLITRK1,Q96PX8,Locally secreted in brain
ENSG00000178287,SPAG11A,Q6PDA7,Locally secreted in male tissues
ENSG00000178473,UCN3,Q969E3,Secreted to blood
ENSG00000178502,KLHL11,Q9NVR0,Intracellular or membrane-bound
ENSG00000178522,AMBN,Q9NP70,Locally secreted
ENSG00000178591,DEFB125,Q8N687,Locally secreted in male tissues
ENSG00000178597,PSAPL1,Q6NUJ1,Secreted - unknown location
ENSG00000178602,OTOS,Q8NHW6,Locally secreted
ENSG00000178752,ERFE,Q4G0M1,Secreted to blood
ENSG00000178772,CPN2,P22792,Secreted to blood
ENSG00000178776,C5orf46,Q6UWT4,Locally secreted
ENSG00000178821,TMEM52,Q8NDY8,Intracellular or membrane-bound
ENSG00000178934,LGALS7B,P47929,Intracellular or membrane-bound
ENSG00000179163,FUCA1,P04066,Intracellular or membrane-bound
ENSG00000179218,CALR,P27797,Intracellular or membrane-bound
ENSG00000179284,DAND5,Q8N907,Locally secreted
ENSG00000179314,WSCD1,Q658N2,Intracellular or membrane-bound
ENSG00000179399,GPC5,P78333,Intracellular or membrane-bound
ENSG00000179403,VWA1,Q6PCB0,Locally secreted to extracellular matrix
ENSG00000179431,FJX1,Q86VR8,Intracellular or membrane-bound
ENSG00000179600,GPHB5,Q86YW7,Secreted to blood
ENSG00000179751,SYCN,Q0VAF6,Intracellular or membrane-bound
ENSG00000179913,B3GNT3,Q9Y2A9,Intracellular or membrane-bound
ENSG00000179914,ITLN1,Q8WWA0,Secreted to blood
ENSG00000179915,NRXN1,"P58400,Q9ULB1",Intracellular or membrane-bound
ENSG00000179954,SSC5D,A1L4H1,Locally secreted
ENSG00000180083,WFDC11,Q8NEX6,Locally secreted in male tissues
ENSG00000180205,WFDC9,Q8NEX5,Locally secreted in male tissues
ENSG00000180305,WFDC10A,Q9H1F0,Locally secreted in male tissues
ENSG00000180383,DEFB124,Q8NES8,Locally secreted
ENSG00000180398,MCFD2,Q8NI22,Intracellular or membrane-bound
ENSG00000180424,DEFB123,Q8N688,Locally secreted
ENSG00000180483,DEFB119,Q8N690,Locally secreted in male tissues
ENSG00000180644,PRF1,P14222,Intracellular or membrane-bound
ENSG00000180767,CHST13,Q8NET6,Intracellular or membrane-bound
ENSG00000180801,ARSJ,Q5FYB0,Locally secreted
ENSG00000180872,DEFB112,Q30KQ8,Locally secreted in male tissues
ENSG00000180875,GREM2,Q9H772,Secreted to blood
ENSG00000180902,D2HGDH,Q8N465,Intracellular or membrane-bound
ENSG00000181027,FKRP,Q9H9S5,Intracellular or membrane-bound
ENSG00000181092,ADIPOQ,Q15848,Secreted to blood
ENSG00000181143,MUC16,Q8WXI7,Locally secreted
ENSG00000181195,PENK,P01210,Locally secreted
ENSG00000181374,CCL13,Q99616,Secreted to blood
ENSG00000181378,CFAP65,Q6ZU64,Intracellular or membrane-bound
ENSG00000181523,SGSH,P51688,Intracellular or membrane-bound
ENSG00000181552,EDDM3B,P56851,Locally secreted in male tissues
ENSG00000181562,EDDM3A,Q14507,Locally secreted in male tissues
ENSG00000181617,FDCSP,Q8NFU4,Locally secreted
ENSG00000181634,TNFSF15,O95150,Secreted to blood
ENSG00000181744,C3orf58,Q8NDZ4,Locally secreted
ENSG00000181790,ADGRB1,O14514,Locally secreted in brain
ENSG00000182156,ENPP7,Q6UWV6,Intracellular or membrane-bound
ENSG00000182175,RGMA,Q96B86,Secreted - unknown location
ENSG00000182218,HHIPL1,Q96JK4,Secreted - unknown location
ENSG00000182240,BACE2,Q9Y5Z0,Intracellular or membrane-bound
ENSG00000182272,B4GALNT4,Q76KP1,Intracellular or membrane-bound
ENSG00000182327,GLTPD2,A6NH11,Secreted - unknown location
ENSG00000182379,NXPH4,O95158,Locally secreted in brain
ENSG00000182393,IFNL1,Q8IU54,Secreted to blood
ENSG00000182447,OTOL1,A6NHN0,Locally secreted
ENSG00000182492,BGN,P21810,Locally secreted to extracellular matrix
ENSG00000182534,MXRA7,P84157,Secreted - unknown location
ENSG00000182545,RNASE10,Q5GAN6,Locally secreted in male tissues
ENSG00000182575,NXPH3,O95157,Locally secreted in brain
ENSG00000182585,EPGN,Q6UW88,Locally secreted
ENSG00000182600,SNORC,Q6UX34,Intracellular or membrane-bound
ENSG00000182667,NTM,Q9P121,Intracellular or membrane-bound
ENSG00000182700,IGIP,A6NJ69,Secreted to blood
ENSG00000182704,TSKU,Q8WUA8,Secreted - unknown location
ENSG00000182718,ANXA2,P07355,Secreted to blood
ENSG00000182752,PAPPA,Q13219,Locally secreted in female tissues
ENSG00000182768,NGRN,Q9NPE2,Intracellular or membrane-bound
ENSG00000182853,VMO1,Q7Z5L0,Secreted to blood
ENSG00000182871,COL18A1,P39060,Locally secreted to extracellular matrix
ENSG00000182896,TMEM95,Q3KNT9,Intracellular or membrane-bound
ENSG00000182931,WFDC10B,Q8IUB3,Locally secreted in male tissues
ENSG00000183011,NAA38,Q9BRA0,Intracellular or membrane-bound
ENSG00000183087,GAS6,Q14393,Secreted to blood
ENSG00000183090,FREM3,P0C091,Locally secreted to extracellular matrix
ENSG00000183098,GPC6,Q9Y625,Intracellular or membrane-bound
ENSG00000183196,CHST6,Q9GZX3,Intracellular or membrane-bound
ENSG00000183281,PLGLB1,Q02325,Secreted to blood
ENSG00000183287,CCBE1,Q6UXH8,Locally secreted to extracellular matrix
ENSG00000183291,SELENOF,NA,Intracellular or membrane-bound
ENSG00000183317,EPHA10,Q5JZY3,Intracellular or membrane-bound
ENSG00000183378,OVCH2,NA,Locally secreted in male tissues
ENSG00000183395,PMCH,P20382,Secreted to blood
ENSG00000183607,GKN2,Q86XP6,Locally secreted to GI-tract
ENSG00000183662,FAM19A1,Q7Z5A9,Locally secreted in brain
ENSG00000183668,PSG9,Q00887,Locally secreted in female tissues
ENSG00000183682,BMP8A,Q7Z5Y6,Secreted to blood
ENSG00000183691,NOG,Q13253,Secreted to blood
ENSG00000183709,IFNL2,Q8IZJ0,Secreted to blood
ENSG00000183715,OPCML,Q14982,Intracellular or membrane-bound
ENSG00000183760,ACP7,Q6ZNF0,Secreted - unknown location
ENSG00000183778,B3GALT5,Q9Y2C3,Intracellular or membrane-bound
ENSG00000183798,EMILIN3,Q9NT22,Locally secreted to extracellular matrix
ENSG00000183801,OLFML1,Q6UWY5,Secreted - unknown location
ENSG00000183844,FAM3B,P58499,Secreted to blood
ENSG00000183876,ARSI,Q5FYB1,Locally secreted
ENSG00000183878,UTY,O14607,Intracellular or membrane-bound
ENSG00000183971,NPW,Q8N729,Secreted to blood
ENSG00000183979,NPB,Q8NG41,Locally secreted
ENSG00000184012,TMPRSS2,O15393,Intracellular or membrane-bound
ENSG00000184144,CNTN2,Q02246,Locally secreted in brain
ENSG00000184163,C1QTNF12,Q5T7M4,Secreted to blood
ENSG00000184164,CRELD2,Q6UXH1,Secreted to blood
ENSG00000184208,C22orf46,C9J442,Secreted - unknown location
ENSG00000184232,OAF,Q86UD1,Secreted - unknown location
ENSG00000184276,DEFB108B,Q8NET1,Secreted - unknown location
ENSG00000184304,PRKD1,Q15139,Intracellular or membrane-bound
ENSG00000184344,GDF3,Q9NR23,Secreted to blood
ENSG00000184347,SLIT3,O75094,Locally secreted
ENSG00000184371,CSF1,P09603,Secreted to blood
ENSG00000184374,COLEC10,Q9Y6Z7,Secreted to blood
ENSG00000184459,BPIFC,Q8NFQ6,Locally secreted
ENSG00000184471,C1QTNF8,P60827,Secreted - unknown location
ENSG00000184502,GAST,P01350,Locally secreted to GI-tract
ENSG00000184530,C6orf58,Q6P5S2,Locally secreted to GI-tract
ENSG00000184544,DHRS7C,A6NNS2,Locally secreted
ENSG00000184599,FAM19A3,Q7Z5A8,Locally secreted
ENSG00000184613,NELL2,Q99435,Secreted to blood
ENSG00000184619,KRBA2,Q6ZNG9,Intracellular or membrane-bound
ENSG00000184647,PRSS55,Q6UWB4,Intracellular or membrane-bound
ENSG00000184719,RNLS,Q5VYX0,Secreted to blood
ENSG00000184831,APOO,Q9BUR5,Secreted to blood
ENSG00000184925,LCN12,Q6JVE5,Locally secreted in male tissues
ENSG00000184956,MUC6,Q6W4X9,Locally secreted to GI-tract
ENSG00000184995,IFNE,Q86WN2,Secreted to blood
ENSG00000185070,FLRT2,O43155,Intracellular or membrane-bound
ENSG00000185090,MANEAL,Q5VSG8,Intracellular or membrane-bound
ENSG00000185127,C6orf120,Q7Z4R8,Secreted to blood
ENSG00000185198,PRSS57,Q6UWY2,Secreted to blood
ENSG00000185267,CDNF,Q49AH0,Locally secreted
ENSG00000185269,NOTUM,Q6P988,Locally secreted in female tissues
ENSG00000185303,SFTPA2,Q8IWL1,Locally secreted
ENSG00000185339,TCN2,P20062,Secreted to blood
ENSG00000185347,TEDC1,Q86SX3,Intracellular or membrane-bound
ENSG00000185352,HS6ST3,Q8IZP7,Intracellular or membrane-bound
ENSG00000185436,IFNLR1,Q8IU57,Intracellular or membrane-bound
ENSG00000185483,ROR1,Q01973,Intracellular or membrane-bound
ENSG00000185499,MUC1,P15941,Locally secreted
ENSG00000185585,OLFML2A,Q68BL7,Secreted - unknown location
ENSG00000185615,PDIA2,Q13087,Intracellular or membrane-bound
ENSG00000185624,P4HB,P07237,Secreted - unknown location
ENSG00000185652,NTF3,P20783,Locally secreted
ENSG00000185664,PMEL,P40967,Intracellular or membrane-bound
ENSG00000185674,LYG2,Q86SG7,Locally secreted
ENSG00000185737,NRG3,P56975,Locally secreted in brain
ENSG00000185739,SRL,Q86TD4,Intracellular or membrane-bound
ENSG00000185761,ADAMTSL5,NA,Locally secreted to extracellular matrix
ENSG00000185888,PRSS38,A1L453,Locally secreted in male tissues
ENSG00000185924,RTN4RL1,Q86UN2,Intracellular or membrane-bound
ENSG00000185982,DEFB128,Q7Z7B8,Locally secreted in male tissues
ENSG00000186001,LRCH3,Q96II8,Secreted - unknown location
ENSG00000186075,ZPBP2,Q6X784,Locally secreted in male tissues
ENSG00000186104,CYP2R1,Q6VVX0,Intracellular or membrane-bound
ENSG00000186115,CYP4F2,P78329,Intracellular or membrane-bound
ENSG00000186146,DEFB131A,P59861,Locally secreted
ENSG00000186190,BPIFB3,P59826,Intracellular or membrane-bound
ENSG00000186191,BPIFB4,P59827,Secreted - unknown location
ENSG00000186283,TOR3A,Q9H497,Intracellular or membrane-bound
ENSG00000186340,THBS2,P35442,Locally secreted to extracellular matrix
ENSG00000186354,C9orf47,Q6ZRZ4,Secreted - unknown location
ENSG00000186395,KRT10,P13645,Intracellular or membrane-bound
ENSG00000186417,GLDN,Q6ZMI3,Locally secreted to extracellular matrix
ENSG00000186431,FCAR,P24071,Intracellular or membrane-bound
ENSG00000186458,DEFB132,Q7Z7B7,Locally secreted in male tissues
ENSG00000186474,KLK12,Q9UKR0,Locally secreted
ENSG00000186493,C5orf38,Q86SI9,Secreted - unknown location
ENSG00000186562,DEFB105A,Q8NG35,Locally secreted in male tissues
ENSG00000186572,DEFB107A,Q8IZN7,Locally secreted in male tissues
ENSG00000186579,DEFB106A,Q8N104,Locally secreted in male tissues
ENSG00000186599,DEFB105B,Q8NG35,Locally secreted in male tissues
ENSG00000186652,PRG2,P13727,Intracellular or membrane-bound
ENSG00000186792,HYAL3,O43820,Secreted to blood
ENSG00000186803,IFNA10,P01566,Secreted to blood
ENSG00000186854,TRABD2A,Q86V40,Intracellular or membrane-bound
